uei,start,end,state,location,deaths
UEI-IMD-FL-2022-0985,2022-08-16,2022-08-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0702,2022-08-17,2022-08-17,Maharashtra,,2.0
UEI-IMD-FL-2022-0774,2022-08-17,2022-08-17,Odisha,,2.0
UEI-IMD-FL-2022-0467,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0468,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0469,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0470,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0471,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0472,2022-08-19,2022-08-20,Himachal Pradesh,,
UEI-IMD-FL-2022-0473,2022-08-19,2022-08-19,Himachal Pradesh,,2.0
UEI-IMD-FL-2022-0474,2022-08-19,2022-08-19,Himachal Pradesh,,8.0
UEI-IMD-FL-2022-0475,2022-08-19,2022-08-19,Himachal Pradesh,,14.0
UEI-IMD-FL-2022-0775,2022-08-19,2022-08-19,Odisha,,1.0
UEI-IMD-FL-2022-0776,2022-08-19,2022-08-19,Odisha,,1.0
UEI-IMD-FL-2022-0777,2022-08-19,2022-08-19,Odisha,,1.0
UEI-IMD-FL-2022-0778,2022-08-19,2022-08-19,Odisha,,2.0
UEI-IMD-FL-2022-1099,2022-08-19,2022-08-19,Uttarakhand,,
UEI-IMD-FL-2022-1100,2022-08-19,2022-08-19,Uttarakhand,,2.0
UEI-IMD-FL-2022-1101,2022-08-19,2022-08-19,Uttarakhand,,5.0
UEI-IMD-FL-2022-0476,2022-08-20,2022-08-20,Himachal Pradesh,,3.0
UEI-IMD-FL-2022-0482,2022-08-20,2022-08-20,Jharkhand,,2.0
UEI-IMD-FL-2022-0483,2022-08-20,2022-08-20,Jharkhand,,1.0
UEI-IMD-FL-2022-0703,2022-08-20,2022-08-20,Maharashtra,,
UEI-IMD-FL-2022-0816,2022-08-20,2022-08-20,Rajasthan,,1.0
UEI-IMD-FL-2022-0986,2022-08-20,2022-08-20,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0987,2022-08-20,2022-08-20,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0988,2022-08-20,2022-08-20,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0989,2022-08-20,2022-08-20,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0990,2022-08-20,2022-08-20,Uttar Pradesh,,
UEI-IMD-FL-2022-0991,2022-08-20,2022-08-20,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1138,2022-08-20,2022-08-20,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-0484,2022-08-21,2022-08-21,Jharkhand,,2.0
UEI-IMD-FL-2022-0779,2022-08-21,2022-08-21,Odisha,,2.0
UEI-IMD-FL-2022-0992,2022-08-21,2022-08-21,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0780,2022-08-22,2022-08-22,Odisha,,2.0
UEI-IMD-FL-2022-0817,2022-08-22,2022-08-22,Rajasthan,,1.0
UEI-IMD-FL-2022-0818,2022-08-22,2022-08-22,Rajasthan,,1.0
UEI-IMD-FL-2022-0819,2022-08-22,2022-08-22,Rajasthan,,
UEI-IMD-FL-2022-0820,2022-08-22,2022-08-22,Rajasthan,,
UEI-IMD-FL-2022-0821,2022-08-22,2022-08-22,Rajasthan,,
UEI-IMD-FL-2022-0822,2022-08-22,2022-08-22,Rajasthan,,2.0
UEI-IMD-FL-2022-0823,2022-08-23,2022-08-23,Rajasthan,,
UEI-IMD-FL-2022-0993,2022-08-25,2022-08-25,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0994,2022-08-25,2022-08-25,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0995,2022-08-27,2022-08-27,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1102,2022-08-28,2022-08-28,Uttarakhand,,3.0
UEI-IMD-FL-2022-0072,2022-08-29,2022-08-30,Arunachal Pradesh,,
UEI-IMD-FL-2022-0073,2022-08-29,2022-08-30,Arunachal Pradesh,,
UEI-IMD-FL-2022-0576,2022-08-29,2022-08-29,Kerala,,5.0
UEI-IMD-FL-2022-0925,2022-08-29,2022-08-29,Telangana,,
UEI-IMD-FL-2022-0996,2022-08-29,2022-08-29,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0997,2022-08-29,2022-08-29,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0998,2022-08-29,2022-08-29,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0515,2022-08-30,2022-08-31,Karnataka,,2.0
UEI-IMD-FL-2022-0516,2022-08-30,2022-08-31,Karnataka,,1.0
UEI-IMD-FL-2022-0517,2022-08-30,2022-08-31,Karnataka,,
UEI-IMD-FL-2022-0999,2022-08-30,2022-08-30,Uttar Pradesh,,
UEI-IMD-FL-2022-0518,2022-08-31,2022-08-31,Karnataka,,1.0
UEI-IMD-FL-2022-0931,2022-09-01,2022-09-30,Telangana,,
UEI-IMD-FL-2022-0397,2022-09-02,2022-09-02,Chhattisgarh,,
UEI-IMD-FL-2022-0519,2022-09-04,2022-09-05,Karnataka,,2.0
UEI-IMD-FL-2022-0577,2022-09-04,2022-09-04,Kerala,,2.0
UEI-IMD-FL-2022-0704,2022-09-04,2022-09-05,Maharashtra,,
UEI-IMD-FL-2022-0705,2022-09-04,2022-09-05,Maharashtra,,
UEI-IMD-FL-2022-0417,2022-09-06,2022-09-12,Goa,,
UEI-IMD-FL-2022-0520,2022-09-06,2022-09-06,Karnataka,,
UEI-IMD-FL-2022-0521,2022-09-06,2022-09-06,Karnataka,,1.0
UEI-IMD-FL-2022-0522,2022-09-06,2022-09-06,Karnataka,,
UEI-IMD-FL-2022-0523,2022-09-06,2022-09-06,Karnataka,,
UEI-IMD-FL-2022-0524,2022-09-06,2022-09-06,Karnataka,,
UEI-IMD-FL-2022-0706,2022-09-06,2022-09-06,Maharashtra,,
UEI-IMD-FL-2022-0525,2022-09-09,2022-09-09,Karnataka,,1.0
UEI-IMD-FL-2022-0526,2022-09-09,2022-09-09,Karnataka,,
UEI-IMD-FL-2022-0527,2022-09-09,2022-09-09,Karnataka,,
UEI-IMD-FL-2022-0528,2022-09-09,2022-09-09,Karnataka,,
UEI-IMD-FL-2022-0926,2022-09-10,2022-09-10,Telangana,,1.0
UEI-IMD-FL-2022-0529,2022-09-11,2022-09-11,Karnataka,,1.0
UEI-IMD-FL-2022-0707,2022-09-11,2022-09-11,Maharashtra,,
UEI-IMD-FL-2022-0708,2022-09-11,2022-09-14,Maharashtra,,2.0
UEI-IMD-FL-2022-0709,2022-09-11,2022-09-14,Maharashtra,,2.0
UEI-IMD-FL-2022-0710,2022-09-11,2022-09-14,Maharashtra,,1.0
UEI-IMD-FL-2022-0711,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0712,2022-09-11,2022-09-14,Maharashtra,,2.0
UEI-IMD-FL-2022-0713,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0714,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0715,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0716,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0717,2022-09-11,2022-09-14,Maharashtra,,2.0
UEI-IMD-FL-2022-0718,2022-09-11,2022-09-14,Maharashtra,,1.0
UEI-IMD-FL-2022-0719,2022-09-11,2022-09-14,Maharashtra,,
UEI-IMD-FL-2022-0720,2022-09-11,2022-09-14,Maharashtra,,4.0
UEI-IMD-FL-2022-0927,2022-09-11,2022-09-13,Telangana,,
UEI-IMD-FL-2022-0928,2022-09-11,2022-09-13,Telangana,,
UEI-IMD-FL-2022-0530,2022-09-12,2022-09-12,Karnataka,,
UEI-IMD-FL-2022-0531,2022-09-12,2022-09-12,Karnataka,,
UEI-IMD-FL-2022-0532,2022-09-12,2022-09-12,Karnataka,,1.0
UEI-IMD-FL-2022-0010,2022-09-13,2022-09-13,Andhra Pradesh,,
UEI-IMD-FL-2022-1000,2022-09-13,2022-09-13,Uttar Pradesh,,9.0
UEI-IMD-FL-2022-1001,2022-09-13,2022-09-13,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1002,2022-09-14,2022-09-14,Uttar Pradesh,,
UEI-IMD-FL-2022-1003,2022-09-14,2022-09-14,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0584,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0585,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0586,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0587,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0588,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0589,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0590,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0591,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0592,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0593,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0594,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0595,2022-09-15,2022-09-29,Madhya Pradesh,,
UEI-IMD-FL-2022-0824,2022-09-15,2022-09-15,Rajasthan,,1.0
UEI-IMD-FL-2022-1004,2022-09-15,2022-09-15,Uttar Pradesh,,
UEI-IMD-FL-2022-1005,2022-09-15,2022-09-15,Uttar Pradesh,,
UEI-IMD-FL-2022-0370,2022-09-16,2022-09-16,Assam,,1.0
UEI-IMD-FL-2022-0721,2022-09-16,2022-09-16,Maharashtra,,1.0
UEI-IMD-FL-2022-1006,2022-09-16,2022-09-16,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1007,2022-09-16,2022-09-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1008,2022-09-16,2022-09-16,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1009,2022-09-16,2022-09-16,Uttar Pradesh,,
UEI-IMD-FL-2022-1010,2022-09-16,2022-09-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1011,2022-09-16,2022-09-16,Uttar Pradesh,,9.0
UEI-IMD-FL-2022-1012,2022-09-16,2022-09-16,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-1013,2022-09-16,2022-09-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1014,2022-09-16,2022-09-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1015,2022-09-16,2022-09-16,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1016,2022-09-16,2022-09-16,Uttar Pradesh,,5.0
UEI-IMD-FL-2022-1017,2022-09-17,2022-09-17,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1018,2022-09-18,2022-09-18,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1019,2022-09-19,2022-09-19,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-1020,2022-09-19,2022-09-19,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-1021,2022-09-19,2022-09-19,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1022,2022-09-19,2022-09-19,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0722,2022-09-20,2022-09-21,Maharashtra,,
UEI-IMD-FL-2022-0723,2022-09-20,2022-09-21,Maharashtra,,
UEI-IMD-FL-2022-0724,2022-09-20,2022-09-21,Maharashtra,,2.0
UEI-IMD-FL-2022-1023,2022-09-20,2022-09-20,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1024,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1025,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1026,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1027,2022-09-21,2022-09-26,Uttar Pradesh,,
UEI-IMD-FL-2022-1028,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1029,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1030,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1031,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1032,2022-09-21,2022-09-26,Uttar Pradesh,,10.0
UEI-IMD-FL-2022-1033,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1034,2022-09-21,2022-09-26,Uttar Pradesh,,7.0
UEI-IMD-FL-2022-1035,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1036,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1037,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1038,2022-09-21,2022-09-26,Uttar Pradesh,,5.0
UEI-IMD-FL-2022-1039,2022-09-21,2022-09-26,Uttar Pradesh,,
UEI-IMD-FL-2022-1040,2022-09-21,2022-09-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1041,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1042,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1043,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1044,2022-09-21,2022-09-26,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1103,2022-09-22,2022-09-22,Uttarakhand,,
UEI-IMD-FL-2022-1104,2022-09-22,2022-09-22,Uttarakhand,,1.0
UEI-IMD-FL-2022-0725,2022-09-24,2022-09-24,Maharashtra,,1.0
UEI-IMD-FL-2022-0784,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0785,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0786,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0787,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0788,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0789,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0790,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0791,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0792,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0793,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0794,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0795,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0796,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0797,2022-09-24,2022-09-25,Punjab,,
UEI-IMD-FL-2022-0074,2022-09-25,2022-09-25,Arunachal Pradesh,,
UEI-IMD-FL-2022-0477,2022-09-25,2022-09-25,Himachal Pradesh,,3.0
UEI-IMD-FL-2022-0478,2022-09-25,2022-09-25,Himachal Pradesh,,
UEI-IMD-FL-2022-0479,2022-09-25,2022-09-25,Himachal Pradesh,,1.0
UEI-IMD-FL-2022-0480,2022-09-25,2022-09-25,Himachal Pradesh,,5.0
UEI-IMD-FL-2022-0481,2022-09-26,2022-09-26,Himachal Pradesh,,2.0
UEI-IMD-FL-2022-0929,2022-09-27,2022-09-29,Telangana,,
UEI-IMD-FL-2022-0930,2022-09-27,2022-09-29,Telangana,,
UEI-IMD-FL-2022-1045,2022-09-29,2022-09-29,Uttar Pradesh,,
UEI-IMD-FL-2022-1046,2022-09-29,2022-09-29,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0533,2022-10-01,2022-10-01,Karnataka,,4.0
UEI-IMD-FL-2022-1047,2022-10-03,2022-10-03,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0726,2022-10-05,2022-10-05,Maharashtra,,
UEI-IMD-FL-2022-0727,2022-10-05,2022-10-05,Maharashtra,,1.0
UEI-IMD-FL-2022-1048,2022-10-05,2022-10-05,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1049,2022-10-05,2022-10-05,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1108,2022-10-05,2022-10-05,West Bengal,,8.0
UEI-IMD-FL-2022-0728,2022-10-06,2022-10-08,Maharashtra,,
UEI-IMD-FL-2022-0729,2022-10-06,2022-10-08,Maharashtra,,
UEI-IMD-FL-2022-1050,2022-10-06,2022-10-06,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-1051,2022-10-06,2022-10-06,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1052,2022-10-06,2022-10-06,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1053,2022-10-06,2022-10-06,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1054,2022-10-06,2022-10-06,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0932,2022-10-07,2022-10-07,Telangana,,
UEI-IMD-FL-2022-0933,2022-10-07,2022-10-07,Telangana,,
UEI-IMD-FL-2022-0934,2022-10-07,2022-10-07,Telangana,,
UEI-IMD-FL-2022-1055,2022-10-07,2022-10-07,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1056,2022-10-07,2022-10-07,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1057,2022-10-07,2022-10-07,Uttar Pradesh,,5.0
UEI-IMD-FL-2022-1058,2022-10-07,2022-10-07,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1059,2022-10-07,2022-10-07,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1060,2022-10-07,2022-10-07,Uttar Pradesh,,8.0
UEI-IMD-FL-2022-1061,2022-10-07,2022-10-07,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0935,2022-10-08,2022-10-08,Telangana,,
UEI-IMD-FL-2022-0936,2022-10-08,2022-10-08,Telangana,,1.0
UEI-IMD-FL-2022-1062,2022-10-08,2022-10-08,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1063,2022-10-08,2022-10-08,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1064,2022-10-08,2022-10-08,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1065,2022-10-08,2022-10-08,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1066,2022-10-08,2022-10-08,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-0937,2022-10-09,2022-10-11,Telangana,,
UEI-IMD-FL-2022-0938,2022-10-09,2022-10-11,Telangana,,
UEI-IMD-FL-2022-0939,2022-10-09,2022-10-11,Telangana,,
UEI-IMD-FL-2022-0940,2022-10-09,2022-10-11,Telangana,,
UEI-IMD-FL-2022-1067,2022-10-09,2022-10-09,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1068,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1069,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1070,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1071,2022-10-09,2022-10-09,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1072,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1073,2022-10-09,2022-10-09,Uttar Pradesh,,
UEI-IMD-FL-2022-1074,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1075,2022-10-09,2022-10-09,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1109,2022-10-09,2022-10-09,Delhi,,3.0
UEI-IMD-FL-2022-0075,2022-10-10,2022-10-14,Arunachal Pradesh,,
UEI-IMD-FL-2022-0076,2022-10-10,2022-10-14,Arunachal Pradesh,,
UEI-IMD-FL-2022-0371,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0372,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0373,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0374,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0375,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0376,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0377,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0378,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0379,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0380,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0381,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0382,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0383,2022-10-10,2022-10-14,Assam,,
UEI-IMD-FL-2022-0730,2022-10-10,2022-10-14,Maharashtra,,
UEI-IMD-FL-2022-1076,2022-10-10,2022-10-10,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1077,2022-10-10,2022-10-10,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1078,2022-10-10,2022-10-10,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1079,2022-10-10,2022-10-10,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0534,2022-10-11,2022-10-11,Karnataka,,2.0
UEI-IMD-FL-2022-0596,2022-10-11,2022-10-11,Madhya Pradesh,,
UEI-IMD-FL-2022-1080,2022-10-11,2022-10-11,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1081,2022-10-11,2022-10-11,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1082,2022-10-11,2022-10-11,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1083,2022-10-11,2022-10-11,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1084,2022-10-12,2022-10-12,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1085,2022-10-12,2022-10-12,Uttar Pradesh,,3.0
UEI-IMD-FL-2022-1086,2022-10-12,2022-10-12,Uttar Pradesh,,
UEI-IMD-FL-2022-1087,2022-10-12,2022-10-12,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1088,2022-10-13,2022-10-13,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1089,2022-10-13,2022-10-13,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1090,2022-10-13,2022-10-13,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1091,2022-10-13,2022-10-13,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0941,2022-10-14,2022-10-14,Telangana,,
UEI-IMD-FL-2022-0942,2022-10-14,2022-10-14,Telangana,,1.0
UEI-IMD-FL-2022-0943,2022-10-15,2022-10-15,Telangana,,
UEI-IMD-FL-2022-0944,2022-10-15,2022-10-15,Telangana,,
UEI-IMD-FL-2022-1092,2022-10-15,2022-10-15,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0077,2022-10-17,2022-10-17,Arunachal Pradesh,,2.0
UEI-IMD-FL-2022-0731,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0732,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0733,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0734,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0735,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0736,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0737,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0738,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0739,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0740,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0741,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0742,2022-10-17,2022-10-19,Maharashtra,,2.0
UEI-IMD-FL-2022-0743,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-0744,2022-10-17,2022-10-19,Maharashtra,,
UEI-IMD-FL-2022-1093,2022-10-17,2022-10-17,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1094,2022-10-18,2022-10-18,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0945,2022-10-19,2022-10-19,Telangana,,
UEI-IMD-FL-2022-0745,2022-10-20,2022-10-20,Maharashtra,,
UEI-IMD-FL-2022-0746,2022-10-20,2022-10-20,Maharashtra,,3.0
UEI-IMD-FL-2022-0747,2022-10-20,2022-10-20,Maharashtra,,
UEI-IMD-FL-2022-0748,2022-10-20,2022-10-20,Maharashtra,,
UEI-IMD-FL-2022-1095,2022-10-20,2022-10-20,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0835,2022-10-21,2022-10-21,Tamil Nadu,,1.0
UEI-IMD-FL-2022-0946,2022-10-21,2022-10-21,Telangana,,
UEI-IMD-FL-2022-1096,2022-10-21,2022-10-21,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1097,2022-10-28,2022-10-28,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0836,2022-11-01,2022-11-01,Tamil Nadu,,2.0
UEI-IMD-FL-2022-0837,2022-11-01,2022-11-01,Tamil Nadu,,
UEI-IMD-FL-2022-0838,2022-11-01,2022-11-01,Tamil Nadu,,
UEI-IMD-FL-2022-0947,2022-11-01,2022-11-30,Telangana,,1.0
UEI-IMD-FL-2022-1139,2022-11-15,2022-11-15,Jammu & Kashmir,,1.0
UEI-IMD-FL-2023-0601,2023-01-15,2023-01-15,Jammu & Kashmir,,1.0
UEI-IMD-FL-2023-0602,2023-02-19,2023-02-19,Jammu & Kashmir,,
UEI-IMD-FL-2023-0357,2023-03-06,2023-03-09,Madhya Pradesh,,
UEI-IMD-FL-2023-0358,2023-03-06,2023-03-09,Madhya Pradesh,,
UEI-IMD-FL-2023-0359,2023-03-06,2023-03-09,Madhya Pradesh,,
UEI-IMD-FL-2023-0360,2023-03-06,2023-03-09,Madhya Pradesh,,
UEI-IMD-FL-2023-0603,2023-03-07,2023-03-07,Jammu & Kashmir,,1.0
UEI-IMD-FL-2023-0410,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0411,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0412,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0413,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0414,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0415,2023-03-14,2023-03-17,Maharashtra,,
UEI-IMD-FL-2023-0541,2023-03-15,2023-03-16,Telangana,,
UEI-IMD-FL-2023-0542,2023-03-15,2023-03-16,Telangana,,
UEI-IMD-FL-2023-0543,2023-03-15,2023-03-16,Telangana,,
UEI-IMD-FL-2023-0544,2023-03-15,2023-03-16,Telangana,,
UEI-IMD-FL-2023-0545,2023-03-15,2023-03-16,Telangana,,
UEI-IMD-FL-2023-0258,2023-03-17,2023-03-17,Gujarat,,1.0
UEI-IMD-FL-2023-0361,2023-03-17,2023-03-19,Madhya Pradesh,,
UEI-IMD-FL-2023-0362,2023-03-17,2023-03-19,Madhya Pradesh,,
UEI-IMD-FL-2023-0363,2023-03-17,2023-03-19,Madhya Pradesh,,
UEI-IMD-FL-2023-0364,2023-03-17,2023-03-19,Madhya Pradesh,,
UEI-IMD-FL-2023-0365,2023-03-17,2023-03-19,Madhya Pradesh,,
UEI-IMD-FL-2023-0366,2023-03-17,2023-03-19,Madhya Pradesh,,
